Video ID,User ID,Comment
smQNNo2a9xc,UCz2NfTF4FPxae6fZTcJC2Yw,평화가 오래 지속 되다 보니 다시 미쳐가는군
smQNNo2a9xc,UCVSMJo4D-pt1BVsryb31FwQ,"As he said after the gestures,&quot; My heart goes out to you!&quot; That was gesture of him giving his heart out. Duh"
smQNNo2a9xc,UCYid3xckWOVx_4FF37kFqcg,"If that&#39;s how he pours out his heart, i don&#39;t wanna see him sending kisses..."
smQNNo2a9xc,UCMHn8V_B8vmXXOvaJuPjnzQ,Full support from Finland ❤ HAIL!
smQNNo2a9xc,UCKbSey1fmfNbJscWR_qMaUQ,"He is a billionaire not a politician , what the h is going on?!"
smQNNo2a9xc,UCDlzOT6b4Jwg4q1yc72d6cA,He knew what he was doing. He claims to be the smartest man in the world right? Don&#39;t tell all of us that he did not know what he did on stage for millions of us to see! All this sane splaining....has to stop.l
smQNNo2a9xc,UCiXDBGmqa44lNg_Kr_f-YDQ,Is he high on something? Ketamine?
smQNNo2a9xc,UCDxlfLE78IenBSNJDidpyIA,"the dumbest people can also be billionaires, although it&#39;s usually by the sweat of others"
smQNNo2a9xc,UCuQ6uJ8hA-JSUQbGQRb0zwg,You need to take a side. Dismissing this to the peril of our democracy and liberty.
smQNNo2a9xc,UClYDBO8zFHL9bPLdL1wuglQ,his ancestors got the best of him
smQNNo2a9xc,UC1YgytcGZUkxPTXi5hd-NaQ,Najebo si ko zec u kupusu
smQNNo2a9xc,UCW9pkL-ResR3t1vCGioqomQ,Despicable and deplorable...
smQNNo2a9xc,UCHUb6UZb6-chVN1vioP4k9Q,"People are delusional!<br>So many Autistic spectrum people out there , especially peoples kids being as one out of 22 in California have some firm of Autism.<br>The whole day he was kind spacy and antimated but thats what he does.<br>Your kud van hit you in that face and were all supposed to accept that but he outs his heart out and you all go Na Zee."
smQNNo2a9xc,UCun8Qx33MSlhJMuiIRtMveg,"2a, buy, train, prepare. Time for talk is over."
smQNNo2a9xc,UCl1n3pEgAiEe69a50VGFuQA,Unacceptable!!!!!!! Shame on the USA.
smQNNo2a9xc,UC0jw3I2S13Bvx2pawZbfkKg,Y&#39;all are so bitter.
smQNNo2a9xc,UCQxUssoyiVzs8f2y-IEf2RA,&quot;So this is how liberty died...with thunderous applause&quot;
smQNNo2a9xc,UCPJPtP7CZl2WwbyUFy8DQXg,"I’m just here for the white midddle class lefty liberals faux meltdown, you did not disappoint..✌️"
smQNNo2a9xc,UCrKQgvUzhcberSX7PR2Ku7w,The mainstream media give him way to much oxygen!! There’s no Oxygen on Mars 🤔
smQNNo2a9xc,UCaXzhieh5ldsabBZxKAYXeA,Participated in the Adaxum presale today. Super smooth process and incredible potential rewards!
smQNNo2a9xc,UCfIMrqEde_f8VJstSpwgJnA,Projects like Adaxum with strong use cases and a clear vision often lead the next bull run. Definitely worth considering!
smQNNo2a9xc,UClC0dXNZsshNU7gkyLAznLQ,ICO of the year? Adaxum token is definitely in the running with its unique approach to DeFi and payments.
smQNNo2a9xc,UCa9Q53fF1gVwxkCA3zJPxRQ,"It&#39;s always about being early. Adaxum token is still in its early phases, and I see huge potential here!"
smQNNo2a9xc,UCn5cLYCxXhBR01RH9EKKlQA,"Tokenomics on point, a strong development fund, and a clear focus on community growth, Adaxum has it all!"
smQNNo2a9xc,UCFcUrIeL3OTKw6cTznjx6UA,Time is running out! Adaxum presale is nearly full! Act fast before it gets sold out!
smQNNo2a9xc,UCRZMik47yDUZY7qLOn4jcjw,Adaxum presale is aligning perfectly with the market sentiment right now. AI + DeFi is a killer combo.
smQNNo2a9xc,UCzaCJI9_6S89FFeRKOXAnjw,"Crypto projects with clear visions, like Adaxum, tend to dominate the market. The time to invest is now!"
smQNNo2a9xc,UCbVvtWsFDVuYUyCX615SQ0w,"This is the most exciting presale of 2024. Adaxum is combining the best tech in AI, DeFi, and blockchain. I&#39;m in!"
smQNNo2a9xc,UCmceyO6RF5lQv8MfJJSh1Gg,Investing in Adaxum presale feels like catching Ethereum in its early days. Huge potential here!
smQNNo2a9xc,UCSHXgA7nGKRjDkJsGpAFPew,"2025 could be Adaxum&#39;s year. With alts looking bullish, this presale might be the perfect entry point"
smQNNo2a9xc,UCzSCGpp_-kzmwc1KzgK182Q,ICOs like Adaxum ADX thrive during alt runs. Early investment now could mean massive gains in the near future!
smQNNo2a9xc,UCgmMVL2hKCzgw3Fcnz-YEnw,Early-stage projects like Adaxum can be life-changing if the timing is right. Bitcoin&#39;s rise might spark a great alt season!
smQNNo2a9xc,UCr0AA3Jl3hQ9JGz8Syp-beA,Only a few spots left in Adaxum presale — this is what first-mover advantage looks like!
smQNNo2a9xc,UCGq6dNVcbenDLjmpy0hCWAQ,Trump’s influence on crypto markets is undeniable. Adaxum token could ride this wave straight to the top!
smQNNo2a9xc,UCcfUp-Wf8xP47TV3L3e7l5A,Looking for a presale with strong fundamentals? Adaxum is delivering on all fronts!
smQNNo2a9xc,UCucOguxjAd1cHppkOSHpvGw,Over 75% of ADX tokens sold already? Adaxum presale is heating up! Get in while you can!
smQNNo2a9xc,UCpcewa6KaSieXgdL0jb4fuw,"The Adaxum token presale offers unmatched value, especially with its bonuses. Don’t miss this early opportunity!"
smQNNo2a9xc,UC_WGbPN47xQ4-PZ6d3X_mQA,"Adaxum innovative E-commerce platform, combined with its scalable DeFi solutions make it a game-changer in the crypto space. Early investment opportunities like this don&#39;t come often!"
smQNNo2a9xc,UCwX4NCErjqHZU_Dwf72vFkA,"Why invest in Adaxum? Simple: cutting-edge technology, real-world use cases, and massive growth potential."
smQNNo2a9xc,UCO0f-J3hKj6ONXjLvL48Jfg,Adaxum&#39;s ecosystem and AI features look like a game-changer. Investing early might pay off big time!
smQNNo2a9xc,UCHsAUppXmRddyOpwkwXVN1Q,"Don’t sleep on Adaxum, especially with altcoins gaining momentum. Early bird gets the worm!"
